"seed","model_key","model_label","target","positive_class","lambda_min","lambda_1se","active_terms","accuracy","auc"
8675309,"qwen8B","Qwen 8B","gender","male",0.032088810002637,0.0587462128409525,5,0.608333333333333,0.661458333333333
8675309,"qwen8B","Qwen 8B","ethnicity","german",0.044070203557707,0.0610322242916222,2,0.5,0.524305555555556
8675309,"qwen14B","Qwen 14B","gender","male",0.0472828233589107,0.0752876260549797,2,0.6375,0.636944444444445
8675309,"qwen14B","Qwen 14B","ethnicity","german",0.0467136550305691,0.0589459471334952,2,0.5875,0.578819444444444
8675309,"qwen4B_topk64","Qwen 4B top_k=64","gender","male",0.0382642108109743,0.0460893773870269,8,0.595833333333333,0.628576388888889
8675309,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","german",0.0439321557979066,0.0482154867536511,4,0.5,0.549166666666667
8675309,"qwen8B_topk64","Qwen 8B top_k=64","gender","male",0.0316453997109044,0.0459120566075871,16,0.6375,0.656493055555555
8675309,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","german",0.0555107549800351,0.0555107549800351,2,0.5,0.495833333333333
8675309,"qwen14B_topk64","Qwen 14B top_k=64","gender","male",0.0401031624768156,0.0638555755703955,2,0.645833333333333,0.645
8675309,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","german",0.0494524646681721,0.0653732479379191,2,0.591666666666667,0.604479166666667
